code,name_kanji,name_kana,name_kana_breakdown,name_kana_notes,name_romaji,prefecture_kanji,prefecture_kana,prefecture_kana_breakdown,prefecture_romaji,latitude,longitude
75469,双葉町,ふたばまち,"ふた,ば,まち",,futabamachi,福島県,ふくしまけん,"ふく,しま,けん",Fukushima Ken,37.43333333,141.0
75477,浪江町,なみえまち,"なみ,え,まち",,namiemachi,福島県,ふくしまけん,"ふく,しま,けん",Fukushima Ken,37.48333333,141.0
75485,葛尾村,かつらおむら,"かつら,お,むら",,katsuraomura,福島県,ふくしまけん,"ふく,しま,けん",Fukushima Ken,37.5,140.75
75612,新地町,しんちまち,"しん,ち,まち",,shinchimachi,福島県,ふくしまけん,"ふく,しま,けん",Fukushima Ken,37.86666667,140.9166667
75647,飯舘村,いいたてむら,"いい,たて,むら",,iitatemura,福島県,ふくしまけん,"ふく,しま,けん",Fukushima Ken,37.66666667,140.7333333
82015,水戸市,みとし,"み,と,し",,mitoshi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.35,140.4666667
82023,日立市,ひたちし,"ひ,たち,し",,hitachishi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.58333333,140.65
82031,土浦市,つちうらし,"つち,うら,し",,tsuchiurashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.06666667,140.1833333
82040,古河市,こがし,"こ,が,し",,kogashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.16666667,139.75
82058,石岡市,いしおかし,"いし,おか,し",,ishiokashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.18333333,140.2833333
82074,結城市,ゆうきし,"ゆう,き,し",,yuukishi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.3,139.8666667
82082,龍ケ崎市,りゅうがさきし,"りゅう,が,さき,し",,ryuugasakishi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.9,140.1666667
82104,下妻市,しもつまし,"しも,つま,し",,shimotsumashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.18333333,139.9666667
82112,常総市,じょうそうし,"じょう,そう,し",,jousoushi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.01666667,139.9833333
82121,常陸太田市,ひたちおおたし,"ひ,たち,おお,た,し",,hitachiootashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.53333333,140.5166667
82147,高萩市,たかはぎし,"たか,はぎ,し",,takahagishi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.7,140.7
82155,北茨城市,きたいばらきし,"きた,いばら,き,し",,kitaibarakishi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.8,140.75
82163,笠間市,かさまし,"かさ,ま,し",,kasamashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.33333333,140.3
82171,取手市,とりでし,"とり,で,し",,torideshi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.9,140.05
82198,牛久市,うしくし,"うし,く,し",,ushikushi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.96666667,140.1333333
82201,つくば市,つくばし,"つくば,し",,tsukubashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.03333333,140.0666667
82210,ひたちなか市,ひたちなかし,"ひたちなか,し",,hitachinakashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.38333333,140.5333333
82228,鹿嶋市,かしまし,"か,しま,し",,kashimashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.95,140.6333333
82236,潮来市,いたこし,"いた,こ,し",,itakoshi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.93333333,140.55
82244,守谷市,もりやし,"もり,や,し",,moriyashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.95,139.9666667
82252,常陸大宮市,ひたちおおみやし,"ひ,たち,おお,みや,し",,hitachioomiyashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.55,140.4
82261,那珂市,なかし,"な,か,し",,nakashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.45,140.4833333
82279,筑西市,ちくせいし,"ちく,せい,し",,chikuseishi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.3,139.9666667
82287,坂東市,ばんどうし,"ばん,どう,し",,bandoushi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.03333333,139.8833333
82295,稲敷市,いなしきし,"いな,しき,し",,inashikishi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.95,140.3166667
82309,かすみがうら市,かすみがうらし,"かすみがうら,し",,kasumigaurashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.15,140.2333333
82317,桜川市,さくらがわし,"さくら,がわ,し",,sakuragawashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.31666667,140.0833333
82325,神栖市,かみすし,"かみ,す,し",,kamisushi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.88333333,140.65
82333,行方市,なめがたし,"なめ,がた,し",,namegatashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.98333333,140.4833333
82341,鉾田市,ほこたし,"ほこ,た,し",,hokotashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.15,140.5
82350,つくばみらい市,つくばみらいし,"つくばみらい,し",,tsukubamiraishi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.95,140.0333333
82368,小美玉市,おみたまし,"お,み,たま,し",,omitamashi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.23333333,140.35
83020,茨城町,いばらきまち,"いば,らき,まち",,ibarakimachi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.28333333,140.4166667
83097,大洗町,おおあらいまち,"おお,あらい,まち",,ooaraimachi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.3,140.5666667
83101,城里町,しろさとまち,"しろ,さと,まち",,shirosatomachi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.46666667,140.3666667
83411,東海村,とうかいむら,"とう,かい,むら",,toukaimura,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.46666667,140.55
83640,大子町,だいごまち,"だい,ご,まち",,daigomachi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.76666667,140.35
84425,美浦村,みほむら,"み,ほ,むら",,mihomura,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.0,140.3
84433,阿見町,あみまち,"あ,み,まち",,amimachi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.01666667,140.2
84476,河内町,かわちまち,"かわ,ち,まち",,kawachimachi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.88333333,140.2333333
85219,八千代町,やちよまち,"や,ち,よ,まち",,yachiyomachi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.16666667,139.8833333
85421,五霞町,ごかまち,"ご,か,まち",,gokamachi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.1,139.7333333
85464,境町,さかいまち,"さかい,まち",,sakaimachi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.1,139.7833333
85642,利根町,とねまち,"と,ね,まち",,tonemachi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.85,140.1333333
92011,宇都宮市,うつのみやし,"う,つの,みや,し","Hidden particle (の): う,つ,の,みや,し",utsunomiyashi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.55,139.8666667
92029,足利市,あしかがし,"あし,かが,し",,ashikagashi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.33333333,139.4333333
92037,栃木市,とちぎし,"とち,ぎ,し",,tochigishi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.36666667,139.7166667
92045,佐野市,さのし,"さ,の,し",,sanoshi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.3,139.5666667
92053,鹿沼市,かぬまし,"か,ぬま,し",,kanumashi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.56666667,139.7333333
92061,日光市,にっこうし,"にっ,こう,し",,nikkoushi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.71666667,139.6833333
92088,小山市,おやまし,"お,やま,し",,oyamashi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.3,139.8
92096,真岡市,もおかし,"も,おか,し",,mookashi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.43333333,140.0
92100,大田原市,おおたわらし,"おお,た,わら,し",,ootawarashi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.86666667,140.0
92118,矢板市,やいたし,"や,いた,し",,yaitashi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.8,139.9166667
92134,那須塩原市,なすしおばらし,"な,す,しお,ばら,し",,nasushiobarashi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.95,140.0333333
92142,さくら市,さくらし,"さくら,し",,sakurashi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.68333333,139.95
92151,那須烏山市,なすからすやまし,"な,す,からす,やま,し",,nasukarasuyamashi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.65,140.15
92169,下野市,しもつけし,"しも,つけ,し",,shimotsukeshi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.38333333,139.8333333
93017,上三川町,かみのかわまち,"か,みの,かわ,まち","Hidden particle (の): か,み,の,かわ,まち",kaminokawamachi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.43333333,139.9
93424,益子町,ましこまち,"まし,こ,まち",,mashikomachi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.46666667,140.0833333
93432,茂木町,もてぎまち,"もて,ぎ,まち",,motegimachi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.51666667,140.1833333
93441,市貝町,いちかいまち,"いち,かい,まち",,ichikaimachi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.53333333,140.1
93459,芳賀町,はがまち,"は,が,まち",,hagamachi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.53333333,140.05
93611,壬生町,みぶまち,"み,ぶ,まち",,mibumachi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.41666667,139.8
93645,野木町,のぎまち,"の,ぎ,まち",,nogimachi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.21666667,139.7333333
93840,塩谷町,しおやまち,"しお,や,まち",,shioyamachi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.76666667,139.85
93866,高根沢町,たかねざわまち,"たか,ね,ざわ,まち",,takanezawamachi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.61666667,139.9833333
94072,那須町,なすまち,"な,す,まち",,nasumachi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,37.01666667,140.1166667
94111,那珂川町,なかがわまち,"な,か,がわ,まち",,nakagawamachi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.73333333,140.1666667
102016,前橋市,まえばしし,"まえ,ばし,し",,maebashishi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.38333333,139.05
102024,高崎市,たかさきし,"たか,さき,し",,takasakishi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.31666667,139.0
102032,桐生市,きりゅうし,"き,りゅう,し",,kiryuushi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.4,139.3166667
102041,伊勢崎市,いせさきし,"い,せ,さき,し",,isesakishi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.3,139.1833333
102059,太田市,おおたし,"おお,た,し",,ootashi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.28333333,139.3666667
102067,沼田市,ぬまたし,"ぬま,た,し",,numatashi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.63333333,139.0333333
102075,館林市,たてばやしし,"たて,ばやし,し",,tatebayashishi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.23333333,139.5333333
102083,渋川市,しぶかわし,"しぶ,かわ,し",,shibukawashi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.48333333,139.0
102091,藤岡市,ふじおかし,"ふじ,おか,し",,fujiokashi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.25,139.0666667
102105,富岡市,とみおかし,"とみ,おか,し",,tomiokashi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.25,138.8833333
102113,安中市,あんなかし,"あん,なか,し",,annakashi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.31666667,138.8833333
102121,みどり市,みどりし,"みどり,し",,midorishi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.38333333,139.2666667
103446,榛東村,しんとうむら,"しん,とう,むら",,shintoumura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.43333333,138.9666667
103454,吉岡町,よしおかまち,"よし,おか,まち",,yoshiokamachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.43333333,139.0
103667,上野村,うえのむら,"うえ,の,むら",,uenomura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.08333333,138.7666667
103675,神流町,かんなまち,"かん,な,まち",,kannamachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.1,138.9166667
103829,下仁田町,しもにたまち,"しも,に,た,まち",,shimonitamachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.2,138.7833333
103837,南牧村,なんもくむら,"なん,もく,むら",,nanmokumura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.15,138.7
103845,甘楽町,かんらまち,"かん,ら,まち",,kanramachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.23333333,138.9166667
104213,中之条町,なかのじょうまち,"なか,の,じょう,まち",,nakanojoumachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.58333333,138.8333333
104248,長野原町,ながのはらまち,"なが,の,はら,まち",,naganoharamachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.55,138.6333333
104256,嬬恋村,つまごいむら,"つま,ごい,むら",,tsumagoimura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.5,138.5166667
104264,草津町,くさつまち,"くさ,つ,まち",,kusatsumachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.61666667,138.5833333
104281,高山村,たかやまむら,"たか,やま,むら",,takayamamura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.61666667,138.9333333
104299,東吾妻町,ひがしあがつままち,"ひがし,あが,つま,まち",,higashiagatsumamachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.56666667,138.8166667
104434,片品村,かたしなむら,"かた,しな,むら",,katashinamura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.76666667,139.2166667
104442,川場村,かわばむら,"かわ,ば,むら",,kawabamura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.68333333,139.1
104485,昭和村,しょうわむら,"しょう,わ,むら",,shouwamura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.63333333,139.05
104493,みなかみ町,みなかみまち,"みなかみ,まち",,minakamimachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.66666667,138.9833333
104647,玉村町,たまむらまち,"たま,むら,まち",,tamamuramachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.3,139.1
105210,板倉町,いたくらまち,"いた,くら,まち",,itakuramachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.21666667,139.6
105228,明和町,めいわまち,"めい,わ,まち",,meiwamachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.2,139.5333333
105236,千代田町,ちよだまち,"ち,よ,だ,まち",,chiyodamachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.21666667,139.4333333
105244,大泉町,おおいずみまち,"おお,いずみ,まち",,ooizumimachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.23333333,139.4
105252,邑楽町,おうらまち,"おう,ら,まち",,ouramachi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.25,139.4666667
111007,さいたま市,さいたまし,"さいた,まし",,saitamashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.85,139.6333333
112011,川越市,かわごえし,"かわ,ごえ,し",,kawagoeshi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.91666667,139.4833333
112020,熊谷市,くまがやし,"くま,がや,し",,kumagayashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.13333333,139.3833333
112038,川口市,かわぐちし,"かわ,ぐち,し",,kawaguchishi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.8,139.7166667
112062,行田市,ぎょうだし,"ぎょう,だ,し",,gyoudashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.13333333,139.45
112071,秩父市,ちちぶし,"ちち,ぶ,し",,chichibushi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.98333333,139.0833333
112089,所沢市,ところざわし,"ところ,ざわ,し",,tokorozawashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.78333333,139.4666667
112097,飯能市,はんのうし,"はん,のう,し",,hannoushi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.85,139.3166667
112101,加須市,かぞし,"か,ぞ,し",,kazoshi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.11666667,139.6
112119,本庄市,ほんじょうし,"ほん,じょう,し",,honjoushi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.23333333,139.1833333
112127,東松山市,ひがしまつやまし,"ひがし,まつ,やま,し",,higashimatsuyamashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.03333333,139.4
112143,春日部市,かすかべし,"かす,か,べ,し",,kasukabeshi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.96666667,139.75
112151,狭山市,さやまし,"さ,やま,し",,sayamashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.85,139.4
112160,羽生市,はにゅうし,"は,にゅう,し",,hanyuushi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.16666667,139.5333333
112178,鴻巣市,こうのすし,"こうの,す,し","Hidden particle (の): こう,の,す,し",kounosushi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.05,139.5166667
112186,深谷市,ふかやし,"ふか,や,し",,fukayashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.18333333,139.2666667
112194,上尾市,あげおし,"あげ,お,し",,ageoshi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.96666667,139.5833333
112216,草加市,そうかし,"そう,か,し",,soukashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.81666667,139.8
112224,越谷市,こしがやし,"こしが,や,し",,koshigayashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.88333333,139.7833333
112232,蕨市,わらびし,"わらび,し",,warabishi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.81666667,139.6666667
112241,戸田市,とだし,"と,だ,し",,todashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.81666667,139.6666667
112259,入間市,いるまし,"いる,ま,し",,irumashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.83333333,139.3833333
112275,朝霞市,あさかし,"あさ,か,し",,asakashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.78333333,139.5833333
112283,志木市,しきし,"し,き,し",,shikishi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.83333333,139.5666667
112291,和光市,わこうし,"わ,こう,し",,wakoushi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.76666667,139.6
112305,新座市,にいざし,"に,いざ,し",,niizashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.78333333,139.55
112313,桶川市,おけがわし,"おけ,がわ,し",,okegawashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.0,139.55
112321,久喜市,くきし,"く,き,し",,kukishi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.05,139.6666667
112330,北本市,きたもとし,"きた,もと,し",,kitamotoshi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.01666667,139.5166667
112348,八潮市,やしおし,"や,しお,し",,yashioshi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.81666667,139.8333333
112356,富士見市,ふじみし,"ふ,じ,み,し",,fujimishi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.85,139.5333333
112372,三郷市,みさとし,"み,さと,し",,misatoshi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.81666667,139.8666667
112381,蓮田市,はすだし,"はす,だ,し",,hasudashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.98333333,139.65
112399,坂戸市,さかどし,"さか,ど,し",,sakadoshi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.95,139.4
112402,幸手市,さってし,"さっ,て,し",,satteshi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.06666667,139.7166667
112411,鶴ヶ島市,つるがしまし,"つる,が,しま,し",,tsurugashimashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.93333333,139.3833333
112429,日高市,ひだかし,"ひ,だか,し",,hidakashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.9,139.3333333
112437,吉川市,よしかわし,"よし,かわ,し",,yoshikawashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.88333333,139.8333333
112453,ふじみ野市,ふじみのし,"ふじみ,の,し",,fujiminoshi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.86666667,139.5166667
112461,白岡市,しらおかし,"しら,おか,し",,shiraokashi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.01666667,139.6666667
113018,伊奈町,いなまち,"い,な,まち",,inamachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.0,139.6166667
113247,三芳町,みよしまち,"み,よし,まち",,miyoshimachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.81666667,139.5166667
113263,毛呂山町,もろやままち,"も,ろ,やま,まち",,moroyamamachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.93333333,139.3
113271,越生町,おごせまち,"おご,せ,まち",,ogosemachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.95,139.2833333
113417,滑川町,なめがわまち,"なめ,がわ,まち",,namegawamachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.05,139.35
113425,嵐山町,らんざんまち,"らん,ざん,まち",,ranzanmachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.05,139.3166667
113433,小川町,おがわまち,"お,がわ,まち",,ogawamachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.05,139.25
113468,川島町,かわじままち,"かわ,じま,まち",,kawajimamachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.96666667,139.4666667
113476,吉見町,よしみまち,"よし,み,まち",,yoshimimachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.03333333,139.45
113484,鳩山町,はとやままち,"はと,やま,まち",,hatoyamamachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.96666667,139.3333333
113492,ときがわ町,ときがわまち,"ときがわ,まち",,tokigawamachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.0,139.2833333
113611,横瀬町,よこぜまち,"よこ,ぜ,まち",,yokozemachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.98333333,139.1
113620,皆野町,みなのまち,"みな,の,まち",,minanomachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.06666667,139.0833333
113638,長瀞町,ながとろまち,"なが,とろ,まち",,nagatoromachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.1,139.1
113654,小鹿野町,おがのまち,"お,が,の,まち",,oganomachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.01666667,139.0
113697,東秩父村,ひがしちちぶむら,"ひがし,ちち,ぶ,むら",,higashichichibumura,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.05,139.1833333
113816,美里町,みさとまち,"み,さと,まち",,misatomachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.16666667,139.1666667
113832,神川町,かみかわまち,"かみ,かわ,まち",,kamikawamachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.2,139.1
113859,上里町,かみさとまち,"かみ,さと,まち",,kamisatomachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.25,139.1333333
114081,寄居町,よりいまち,"より,い,まち",,yoriimachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.11666667,139.1833333
114421,宮代町,みやしろまち,"みや,しろ,まち",,miyashiromachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.01666667,139.7166667
114642,杉戸町,すぎとまち,"すぎ,と,まち",,sugitomachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.01666667,139.7333333
114651,松伏町,まつぶしまち,"まつ,ぶし,まち",,matsubushimachi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.91666667,139.8
121002,千葉市,ちばし,"ち,ば,し",,chibashi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.6,140.1
122025,銚子市,ちょうしし,"ちょう,し,し",,choushishi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.73333333,140.8166667
122033,市川市,いちかわし,"いち,かわ,し",,ichikawashi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.71666667,139.9166667
122041,船橋市,ふなばしし,"ふな,ばし,し",,funabashishi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.68333333,139.9666667
122050,館山市,たてやまし,"たて,やま,し",,tateyamashi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,34.98333333,139.8666667
122068,木更津市,きさらづし,"き,さら,づ,し",,kisarazushi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.36666667,139.9166667
122076,松戸市,まつどし,"まつ,ど,し",,matsudoshi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.78333333,139.9
122084,野田市,のだし,"の,だ,し",,nodashi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.95,139.8666667
122106,茂原市,もばらし,"も,ばら,し",,mobarashi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.41666667,140.2833333
122114,成田市,なりたし,"なり,た,し",,naritashi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.76666667,140.3166667
122122,佐倉市,さくらし,"さ,くら,し",,sakurashi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.71666667,140.2166667
122131,東金市,とうがねし,"とう,がね,し",,touganeshi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.55,140.35
122157,旭市,あさひし,"あさひ,し",,asahishi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.71666667,140.6333333
